"","Little Grebe","Great Crested Grebe","Grey Heron","White Stork","Mute Swan","Greylag Goose","Mallard","Common Merganser","European Honey Buzzard","Red Kite","Black Kite","Northern Goshawk","Eurasian Sparrowhawk","Common Buzzard","Golden Eagle","Peregrine Falcon","Eurasian Hobby","Common Kestrel","Western Capercaillie","Black Grouse","Rock Ptarmigan","Hazel Grouse","Rock Partridge","Common Quail","Common Pheasant","Water Rail","Common Moorhen","Eurasian Coot","Northern Lapwing","Common Sandpiper","Eurasian Woodcock","Yellow-legged Gull","Feral Pigeon","Stock Dove","Common Wood Pigeon","European Turtle Dove","Eurasian Collared Dove","Common Cuckoo","Scops Owl","Eurasian Pygmy Owl","Tawny Owl","Long-eared Owl","Boreal Owl","Alpine Swift","Common Swift","Common Kingfisher","Eurasian Wryneck","European Green Woodpecker","Grey-headed Woodpecker","Black Woodpecker","Great Spotted Woodpecker","Middle Spotted Woodpecker","Lesser Spotted Woodpecker","Eurasian Three-toed Woodpecker","Woodlark","Eurasian Skylark","Barn Swallow","Eurasian Crag Martin","Common House Martin","Eurasian Golden Oriole","Northern Raven","Carrion/Hooded Crow","Rook","Western Jackdaw","Eurasian Magpie","Spotted Nutcracker","Eurasian Jay","Red-billed Chough","Alpine Chough","Great Tit","Blue Tit","Coal Tit","European Crested Tit","Marsh Tit","Willow Tit","Long-tailed Bushtit","Eurasian Nuthatch","Eurasian Treecreeper","Short-toed Treecreeper","Wallcreeper","White-throated Dipper","Winter Wren","European Robin","Common Nightingale","Black Redstart","Common Redstart","Whinchat","Eurasian Stonechat","Northern Wheatear","Rufous-tailed Rock Thrush","Ring Ouzel","Common Blackbird","Fieldfare","Song Thrush","Mistle Thrush","Common Grasshopper Warbler","Savi's Warbler","Eurasian Reed Warbler","Marsh Warbler","Melodious Warbler","Icterine Warbler","Eurasian Blackcap","Garden Warbler","Common Whitethroat","Lesser Whitethroat","Willow Warbler","Common Chiffchaff","Western Bonelli's Warbler","Wood Warbler","Goldcrest","Firecrest","Spotted Flycatcher","European Pied Flycatcher","Collared Flycatcher","Dunnock","Alpine Accentor","Meadow Pipit","Tawny Pipit","Tree Pipit","Water Pipit","White Wagtail","Grey Wagtail","Western Yellow Wagtail","Red-backed Shrike","Common Starling","House Sparrow","Italian Sparrow","Eurasian Tree Sparrow","White-winged Snowfinch","Hawfinch","European Greenfinch","European Goldfinch","Eurasian Siskin","Common Linnet","Lesser Redpoll","Citril Finch","European Serin","Eurasian Bullfinch","Red Crossbill","Common Chaffinch","Corn Bunting","Yellowhammer","Cirl Bunting","Rock Bunting","Common Reed Bunting"
"Q125",0,0,0,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,3,0,2,0,0,3,0,0,3,0,3,0,0,3,3,3,3,3,0,0,3,1,3,0,0,3,3,0,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,2,0,0,0,3,0,0,3,3,2,3,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,1,3,1,0,0,0,0,1,0,1,3,0,3,0,0,0
"Q126",0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,2,0,0,3,3,2,0,1,0,0,3,3,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,3,2,2,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
"Q127",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,3,0,0,3,3,3,3,1,3,1,2,3,0,0,3,3,3,0,3,3,0,0,0,0,1,3,3,3,3,0,0,0,0,0,0,3,2,0,0,0,3,3,0,3,1,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0
"Q128",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,3,3,0,3,0,0,0,0,0,3,1,0,3,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0
"Q129",0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,1,0,0,3,3,1,0,1,0,0,1,1,0,0,0,3,3,0,3,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,3,1,0,0,0,0,2,0,0,3,0,0,0,0,0
"Q130",0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,2,0,0,0,0,0,3,0,0,0,2,3,0,3,3,0,2,0,0,3,3,0,2,3,0,1,3,1,3,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,2,0,0,0,3,0,1,2,3,2,0,0,1,0,0,0,0,0,3,0,0,2,3,3,0,2,0,1,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0
"Q131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,0,3,0,1,1,0,0,0,3,3,0,3,0,0,0,0,0,3,2,0,3,2,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,0,0,0,0,3,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,3,0,0,0,0,0
"Q132",0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,3,3,3,2,3,1,2,3,3,0,0,1,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0
"Q133",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,1,0,0,3,3,3,0,3,0,0,3,3,3,0,0,3,3,0,3,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,3,1,3,3,3,2,2,0,2,0,0,0,3,0,3,2,0,1,0,0,0,0,0,0,2,3,0,0,0,0,2,1,0,3,0,2,0,0,0
"Q134",0,0,0,0,0,0,1,0,0,3,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,1,0,0,3,3,3,0,1,0,0,2,0,0,0,0,3,2,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,3,1,0,0,1,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,3,3,0,0,0,0,3,0,0,3,0,3,0,0,0
"Q135",0,3,0,0,2,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,3,3,0,0,1,0,0,2,0,1,0,0,3,3,0,3,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0
"Q136",0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,3,2,1,0,1,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"Q137",0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,3,3,1,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,3,3,0,0,0,0,2,0,0,3,0,1,0,0,2
"Q138",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,3,0,0,3,0,0,0,0,3,2,3,2,0,3,0,2,2,0,0,0,3,2,0,3,3,3,0,0,0,0,3,3,2,3,0,0,0,0,0,0,3,3,0,0,0,1,3,0,2,0,1,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,3,0,3,0,0,0
"Q139",0,0,0,0,0,0,2,0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,3,0,0,1,0,2,0,0,3,3,3,0,2,0,3,2,1,2,0,0,3,3,0,3,0,0,0,0,0,0,3,1,3,1,2,0,0,0,0,0,3,0,0,0,1,3,0,0,3,3,0,1,0,2,0,0,0,0,0,3,0,0,0,3,3,0,1,0,0,2,2,0,0,0,0,2,0,0,3,0,0,0,0,0
"Q140",0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,2,0,0,3,3,0,0,3,0,1,2,0,3,0,2,3,3,0,3,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,2,3,2,0,0,0,0,2,0,0,3,0,0,0,0,0
"Q141",0,0,0,0,0,1,3,0,0,2,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,3,0,0,3,0,2,0,0,3,3,3,0,3,0,0,1,0,3,0,0,3,3,0,3,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,3,2,0,0,0,3,0,0,2,3,1,0,0,1,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,2,0,0,0,0,0,3,0,0,3,0,3,0,0,1
"Q142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q143",0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,3,0,0,3,3,3,0,3,0,0,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"Q144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,3,0,0,3,0,0,0,3,3,0,3,2,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,1,0,3,0,3,0,0,1,0,0,0,0,3,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,0,0,0,0,0
"Q145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0
"Q146",0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,3,0,0,3,3,3,0,2,0,0,3,2,0,0,0,3,3,0,3,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,3,1,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"Q147",0,0,0,0,0,0,1,0,0,3,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,3,0,0,0,0,0,3,0,0,1,0,3,0,0,3,0,2,0,0,3,3,3,1,2,0,0,0,0,3,0,0,3,1,0,3,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,3,3,0,0,0,0,3,0,0,3,0,1,0,0,0
"Q148",0,0,0,0,0,0,1,0,0,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,3,0,0,0,0,1,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"Q149",0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,3,3,3,3,3,0,0,3,3,2,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0
"Q150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,0
"Q151",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,1,3,3,1,3,3,1,3,0,0,0,3,3,0,3,3,1,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,2,0,2,0,3,1,0,1,0,1,0,0,3,0,0,0,3,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,3,0,3,0,0,0
"Q152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Q153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,1,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0
"Q154",0,0,3,0,0,0,3,0,0,1,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,3,0,0,0,0,0,2,0,0,0,2,3,0,0,3,0,0,0,0,3,3,2,0,3,0,2,2,1,2,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,3,2,2,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,3,2,0,0,0,0,3,0,0,3,0,0,0,0,0
"Q155",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,1,3,0,0,2,2,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,3,2,0,0,0,1,0,0,0,0,0,3,0,0,0,2,3,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,3,0,0,0
"Q156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,3,3,2,3,0,1,2,3,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Q157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Q158",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,3,3,3,3,3,1,3,3,0,0,0,3,3,0,3,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,2,1,0,0,3,0,0,1,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0
"Q159",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,2,0,2,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,2,1,2,0,0,0,0,0
"Q160",0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,0,0,3,0,0,0,0,0
"Q161",0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,3,0,2,0,0,3,0,0,3,0,3,0,0,3,3,3,0,0,0,0,3,0,3,0,0,3,3,0,3,1,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,3,2,0,0,0,3,0,0,3,3,1,2,0,0,0,0,0,1,0,3,0,0,2,3,3,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,3,0,0,0
"Q162",0,0,0,0,0,0,3,0,0,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,0,1,0,1,3,0,0,3,0,3,0,0,3,3,3,3,3,0,0,3,2,3,0,0,3,3,0,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,1,3,3,1,2,0,3,0,0,0,0,0,3,1,0,0,3,3,0,0,0,1,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0
"Q163",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,3,3,3,1,3,0,2,2,0,1,0,0,3,3,0,3,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,1,0,1,3,0,3,0,0,0
"Q164",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,2,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0
"Q165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,3,3,3,3,3,2,0,2,0,0,0,3,3,0,3,1,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,1,0,2,0,3,3,3,3,3,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,3,0
"Q166",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,3,3,0,3,0,2,3,0,2,0,0,3,3,0,2,3,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,3,0,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,3,0
"Q167",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,2,0,0,3,0,0,0,3,3,0,3,1,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,2,1,0,2,0,1,1,0,3,3,2,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0
